ev_time,ev_year,ev_country,light_cond,sky_nonceil_ht,sky_ceil_ht,vis_sm,wx_temp,wx_dew_pt,wind_vel_kts,gust_kts,inj_tot_t,inj_tot_f,inj_tot_s,inj_tot_m,dec_latitude,dec_longitude,damage,acft_fire,acft_make,acft_model,total_seats,num_eng,afm_hrs_last_insp,second_pilot,rwy_len,acft_year,power_units,carb_fuel_injection,eng_type,eng_mfgr
2200,2008,USA,DAYL,0,0,,0,0,,0,2,0,0,0,60.32389,-150.050003,SUBS,NONE,DEHAVILLAND,BEAVER DHC,8,1,,N,,,450,CARB,REC,P&W
2345,2008,USA,DAYL,0,0,20,45,0,15,0,1,0,0,0,60.982776,-149.125839,SUBS,NONE,PIPER,PA-18-150,2,1,,N,,,180,CARB,REC,Lycoming
1900,2008,USA,DAYL,0,0,10,79,0,5,0,2,0,0,0,33.448055,-117.02333,SUBS,NONE,ROBINSON HELICOPTER,R22 BETA,2,1,,Y,,,180,CARB,REC,LYCOMING
234,2008,USA,NDRK,0,500,4,48,48,,0,1,1,0,0,35.121944,-88.604721,SUBS,NONE,PIPER,PA-30,4,2,47,N,,,160,FINJ,REC,LYCOMING
234,2008,USA,NDRK,0,500,4,48,48,,0,1,1,0,0,35.121944,-88.604721,SUBS,NONE,PIPER,PA-30,4,2,47,N,,,150,FINJ,REC,LYCOMING
2130,2008,BR,DAYL,0,0,,0,0,,0,1,1,0,0,-22.383888,-49.008335,SUBS,NONE,Hawker-Beechcraft,100,,2,,,,,,,,
2301,2008,USA,NITE,0,1900,10,52,46,,0,2,2,0,0,37.940277,-78.548614,DEST,NONE,PIPER,PA-24,4,1,71,N,,,260,FINJ,REC,Lycoming
1705,2008,USA,DAYL,0,0,15,52,36,,0,2,2,0,0,40.357223,-112.017776,DEST,NONE,SILFVAST,STARDUSTER TOO,2,1,,Y,,,180,FINJ,REC,Lycoming
1340,2008,PA,DAYL,0,0,10,86,73,5,0,5,5,0,0,-25.239721,-57.519165,DEST,GRD,CESSNA,402C,,,,N,,,,,,
1925,2008,USA,DAYL,0,0,20,79,0,10,0,1,0,0,0,33.134166,-97.298057,SUBS,NONE,CESSNA,180,4,1,80,N,1800,,230,CARB,REC,CONTINENTAL
1930,2008,USA,DAYL,0,0,10,82,25,3,0,1,0,0,0,34.12611,-117.416389,SUBS,NONE,NAVAL AIRCRAFT FACTORY,N3N-3,2,1,3,N,4500,,300,CARB,REC,LYCOMING
1800,2008,USA,DAYL,0,5000,5,46,0,,0,1,0,0,0,61.619117,-148.979614,SUBS,NONE,PIPER,PA-18-150,2,1,,N,,,180,CARB,REC,LYCOMING
0,2008,USA,NITE,0,0,10,55,52,,0,1,0,0,1,32.13861,-91.692222,SUBS,NONE,CHAMBERLIN VICTOR WAYNE,MINIMAX,1,1,,N,3000,,45,CARB,REC,ROTAX
1530,2008,USA,DAYL,0,0,10,18,0,4,0,1,0,0,0,61.533332,-149.666671,SUBS,NONE,PIPER,PA-32R,6,1,109,N,2100,,300,FINJ,REC,Lycoming
1500,2008,USA,DAYL,0,0,,0,0,27,0,1,0,0,0,27.913055,-97.211387,SUBS,NONE,CESSNA,172H,4,1,,N,5000,,145,CARB,REC,Continental
1942,2008,USA,DAYL,0,0,10,0,0,10,0,162,0,0,0,33.435276,-112.010002,SUBS,NONE,AIRBUS,320,162,2,,Y,11489,,,,TF,IAE
1942,2008,USA,DAYL,0,0,10,0,0,10,0,162,0,0,0,33.435276,-112.010002,SUBS,NONE,AIRBUS,320,162,2,,Y,11489,,,,TF,IAE
1902,2008,USA,DAYL,0,0,10,66,43,16,20,1,0,0,0,38.787776,-97.651107,SUBS,NONE,BEECH,A36,6,1,,,,,300,,REC,CONT MOTOR
200,2008,USA,NITE,0,0,10,52,46,,0,2,2,0,0,45.308055,-122.318611,SUBS,NONE,CESSNA,P206,6,1,124,N,3780,,285,FINJ,REC,CONT MOTOR
2145,2008,USA,DAYL,0,0,10,75,25,6,0,1,1,0,0,36.543609,-103.459167,DEST,GRD,CESSNA,175,4,1,,N,,,175,CARB,REC,CONT MOTOR
2016,2008,USA,DAYL,0,0,,0,0,,0,5,0,0,5,45.641666,-68.680557,SUBS,NONE,PIPER,PA-32-260,6,1,,,,,250,,REC,LYCOMING
1445,2008,USA,DAYL,0,0,10,45,25,12,18,1,0,1,0,40.186668,-79.924163,SUBS,NONE,HUGHES,369D,4,1,50,N,,,420,,,ALLISON
1440,2008,USA,DAYL,0,0,10,61,0,10,0,2,0,0,1,43.035556,-107.081108,SUBS,NONE,HILLER,UH-12E,3,1,21,N,,,305,,REC,LYCOMING
259,2008,USA,NITE,0,0,30,79,41,,0,5,0,0,0,33.460834,-111.728332,SUBS,NONE,CESSNA,421C,8,2,31,N,5101,,375,FINJ,REC,Continental
259,2008,USA,NITE,0,0,30,79,41,,0,5,0,0,0,33.460834,-111.728332,SUBS,NONE,CESSNA,421C,8,2,31,N,5101,,375,FINJ,REC,Continental
1242,2008,AS,,0,0,,0,0,,0,315,0,22,0,-22.233333,114.083335,MINR,NONE,AIRBUS,A330,,2,,Y,,,,,,
1335,2008,USA,DAYL,0,0,10,68,36,6,0,2,0,0,2,35.808612,-76.759162,SUBS,NONE,PIPER,PA-32-260,6,1,35,N,,,250,CARB,REC,LYCOMING
1335,2008,USA,DAYL,0,0,10,68,36,6,0,2,0,0,2,35.808612,-76.759162,SUBS,NONE,PIPER,PA-28-236,4,1,238,N,,,250,CARB,REC,LYCOMING
2104,2008,USA,DAYL,0,0,10,61,39,6,0,1,0,0,0,41.163612,-73.126113,SUBS,NONE,GRUMMAN AMERICAN AVN. CORP.,AA-5B,4,1,,N,,,180,CARB,REC,LYCOMING
1930,2008,USA,DAYL,0,8000,10,0,0,3,0,2,0,0,0,37.000831,-119.618057,SUBS,NONE,PIPER,PA-38-112,2,1,,Y,,,115,CARB,REC,LYCOMING
30,2008,USA,DAYL,0,0,50,84,27,,0,1,0,0,0,32.63639,-110.654724,SUBS,NONE,PIPER,PA-22-135,4,1,30,N,4200,,140,CARB,REC,LYCOMING
1930,2008,USA,DAYL,0,0,10,66,28,5,0,1,0,0,0,35.436111,-82.541664,SUBS,NONE,CESSNA,172,4,1,,,8001,,180,CARB,REC,LYCOMING
1754,2008,USA,DAYL,0,0,10,57,34,3,0,1,0,0,0,38.068332,-102.686386,SUBS,NONE,PIPER,PA-22-150,4,1,33,N,6304,,150,CARB,REC,Lycoming
1830,2008,JA,DUSK,0,0,20,84,0,10,0,4,0,1,0,26.5,127.833335,SUBS,NONE,CESSNA,172H,4,1,35,N,,,180,CARB,REC,Lycoming
302,2008,USA,DUSK,0,5500,6,34,30,6,0,2,0,0,2,60.541389,-165.087219,SUBS,NONE,CONSTRUCCIONES AERONAUTICAS SA,CASA-212,2,2,21,Y,3218,,900,,TP,Honeywell
115,2008,USA,NITE,0,0,10,68,55,13,0,2,0,0,0,45.144721,-93.210281,SUBS,NONE,CIRRUS DESIGN CORP,SR22,4,1,,N,4855,,310,FINJ,REC,CONT MOTOR
1720,2008,USA,DAYL,0,0,10,73,54,6,0,1,0,0,0,30.073333,-95.554725,SUBS,NONE,CESSNA,152,2,1,92,N,7009,,115,CARB,REC,LYCOMING
12,2008,USA,NDRK,0,0,10,57,43,,0,1,1,0,0,36.336387,-86.438056,SUBS,NONE,ROBINSON,R-44,4,1,27,N,,,260,CARB,REC,Lycoming
1430,2008,USA,DAYL,0,0,10,54,28,3,0,1,0,0,0,34.022499,-106.903053,SUBS,NONE,HEMP TIMOTHY,LEGACY 200,2,1,,N,5841,,310,FINJ,REC,CONT MOTOR
1654,2008,GY,,0,0,,0,0,,0,3,3,0,0,60.5,-58.25,,NONE,BEECH,65A90,3,2,,Y,,,560,FINJ,TP,PRATT AND WHITNEY
1654,2008,GY,,0,0,,0,0,,0,3,3,0,0,60.5,-58.25,,NONE,BEECH,65A90,3,2,,Y,,,560,FINJ,TP,PRATT AND WHITNEY
1700,2008,USA,NR,0,0,,0,0,,0,1,0,0,0,42.837501,-103.095275,SUBS,NONE,AERONCA,7CCM,2,1,,N,6001,,85,CARB,REC,CONT MOTOR
1825,2008,VE,,0,0,,0,0,,0,55,0,0,0,,,SUBS,NONE,BOEING,737,,2,,Y,,,,,,
200,2008,MX,DAYL,0,0,,0,0,,0,1,1,0,0,27.074443,-111.974441,DEST,GRD,BEECH,200,11,2,,N,,,1050,,TP,P&W CANADA
200,2008,MX,DAYL,0,0,,0,0,,0,1,1,0,0,27.074443,-111.974441,DEST,GRD,BEECH,200,11,2,,N,,,1050,,TP,P&W CANADA
46,2008,MX,,0,0,,0,0,,0,14,8,0,0,,,DEST,GRD,Learjet,45,,2,,,,,,,,
2202,2008,USA,DUSK,0,0,10,64,0,6,0,1,0,0,0,33.779167,-84.521385,SUBS,NONE,BEECH,35-C33,4,1,37,N,4157,,260,FINJ,REC,CONT MOTOR
2335,2008,USA,DUSK,0,0,10,66,55,10,0,1,0,0,0,44.859722,-94.382499,SUBS,NONE,CESSNA,172F,4,1,,N,4000,,145,CARB,REC,CONT MOTOR
235,2008,USA,DAYL,0,0,10,72,0,,0,1,0,0,1,35.830276,-80.107498,SUBS,NONE,FOX JACK G,MONG BIWIN,1,1,,N,2500,,40,CARB,REC,ROTAX
536,2008,USA,NITE,0,0,10,54,52,6,0,7,0,0,0,31.590942,-110.169517,SUBS,NONE,GENERAL ATOMICS,MQ-9,,1,,Y,12001,,,,TP,Honeywell
120,2008,USA,DAYL,0,0,10,63,43,7,0,1,1,0,0,38.225555,-120.961944,DEST,NONE,Universal,Globe,2,1,,N,,,180,CARB,REC,Lycoming
1930,2008,USA,DAYL,0,0,10,75,48,7,0,1,1,0,0,36.599998,-80.038612,SUBS,NONE,MILLER J KIRTLEY,RV-6,2,1,7,N,2200,,180,CARB,REC,Aero Sport Power Ltd.
746,2008,USA,NITE,0,100,0,52,50,,0,3,3,0,0,29.683889,-82.249725,SUBS,GRD,PARTENAVIA SPA,P.68C,7,2,,N,7504,,200,FINJ,REC,LYCOMING
746,2008,USA,NITE,0,100,0,52,50,,0,3,3,0,0,29.683889,-82.249725,SUBS,GRD,PARTENAVIA SPA,P.68C,7,2,,N,7504,,200,FINJ,REC,LYCOMING
2315,2008,USA,DAYL,0,4100,10,48,0,3,0,51,0,0,0,40.788333,-111.977775,MINR,NONE,BOEING,737-700,137,2,,Y,,,,,TF,CFM International
2315,2008,USA,DAYL,0,4100,10,48,0,3,0,51,0,0,0,40.788333,-111.977775,MINR,NONE,BOEING,737-700,137,2,,Y,,,,,TF,CFM International
1800,2008,USA,DAYL,0,0,10,63,25,9,0,1,0,0,0,37.466388,-75.856941,SUBS,NONE,Hilderson Oswald,Aventura HP,1,1,24.89999962,N,,,50,,REC,Rotax
2000,2008,USA,DAYL,0,0,0,61,55,6,0,1,1,0,0,34.669445,-94.318054,SUBS,GRD,CESSNA,177RG,4,1,185,N,,,200,FINJ,REC,Lycoming
1632,2008,USA,DAYL,0,0,10,46,28,11,0,1,0,0,0,41.330001,-72.044998,SUBS,NONE,CESSNA,172,4,1,,N,4000,,160,FINJ,REC,LYCOMING
1824,2008,IT,NR,0,0,,0,0,,0,4,0,1,0,45.828056,13.432222,SUBS,NONE,CIRRUS,SR22,4,1,,,,,,,,
1500,2008,USA,DAYL,0,0,,64,36,10,0,2,0,0,0,31.629516,-94.739624,SUBS,NONE,PIPER,PA-28-140,4,1,,Y,5000,,180,CARB,REC,LYCOMING
655,2008,IT,,0,0,,0,0,,0,0,0,0,0,41.799167,12.594721,SUBS,NONE,BOEING,,,2,,N,,,,,,
2345,2008,USA,DAYL,0,0,10,61,23,9,19,3,3,0,0,34.87611,-111.689445,DEST,GRD,PIPER,PA-32-260,6,1,,N,5132,,260,CARB,REC,LYCOMING
13,2008,USA,NITE,0,400,10,73,72,6,0,5,2,0,0,30.398611,-84.302497,SUBS,NONE,CIRRUS DESIGN CORP,SR22,4,1,26,N,8000,,300,FINJ,REC,CONT MOTOR
1700,2008,USA,DAYL,0,1600,7,73,66,10,0,1,0,0,0,29.506111,-98.792221,SUBS,NONE,Mooney,M20E,4,1,6,N,3000,,201,FINJ,REC,Lycoming
710,2008,USA,NDRK,0,0,10,57,52,3,0,2,0,0,0,33.942501,-118.406944,SUBS,NONE,CESSNA,680,9,2,240,Y,11095,,6040,,TF,P&W CANADA
710,2008,USA,NDRK,0,0,10,57,52,3,0,2,0,0,0,33.942501,-118.406944,SUBS,NONE,CESSNA,680,9,2,240,Y,11095,,6040,,TF,P&W CANADA
1807,2008,USA,DAYL,0,0,10,0,0,,0,1,0,0,0,46.258609,-120.733055,SUBS,NONE,CESSNA,182S,4,1,,,,,300,FINJ,REC,LYCOMING
1045,2008,USA,NITE,0,500,4,48,46,8,0,21,0,0,0,42.210834,-83.360275,SUBS,NONE,BOMBARDIER INC,CL-600-2B19,55,2,,Y,,,,,,
2324,2008,USA,NITE,0,0,10,77,72,5,0,4,0,1,3,26.116945,-81.701942,SUBS,NONE,AMERICAN GENERAL ACFT CORP,AG5B,4,1,,N,4400,,180,CARB,REC,Lycoming
1740,2008,USA,DAYL,0,10000,10,63,55,7,0,1,0,0,0,36.104999,-86.561943,SUBS,NONE,Snow,600,1,1,,N,,,600,CARB,REC,Pratt & Whitney
628,2008,USA,NITE,0,0,10,34,37,8,0,2,1,0,0,35.085556,-92.453887,SUBS,NONE,BELL,OH-58C,4,1,37.09999847,N,,,420,,TS,Rolls Royce
502,2008,USA,NDRK,0,5500,10,36,27,11,0,2,0,0,1,41.732498,-87.999168,SUBS,NONE,CESSNA,182,4,1,,N,,,230,CARB,REC,CONTINENTAL
150,2008,USA,DUSK,0,0,4,63,50,,0,2,1,0,0,37.380279,-120.568054,,NONE,CESSNA,152,2,1,95,Y,11802,,115,CARB,REC,LYCOMING
1430,2008,USA,DAYL,0,0,10,93,0,18,0,1,0,0,0,36.833332,-96.5,SUBS,NONE,PIPER,PA-18,2,1,,N,,,180,CARB,REC,Lycoming
1400,2008,USA,DAYL,0,0,10,61,41,5,0,2,0,0,0,38.539165,-76.030281,MINR,NONE,CAMPBELL EARL S JR,RV-6A,2,1,,N,,,180,CARB,REC,LYCOMING
1400,2008,USA,DAYL,0,0,10,61,41,5,0,2,0,0,0,38.539165,-76.030281,SUBS,NONE,GETGOOD G FRASER,VANS RV-8A,2,1,,N,,,300,,,CONT MOTOR
2110,2008,USA,DUSK,0,500,0.75,21,21,8,0,2,0,0,1,60.703056,-161.778335,SUBS,GRD,CESSNA,207,7,1,19,N,,,300,FINJ,REC,Continental
2100,2008,USA,DAYL,0,0,10,68,36,5,0,1,0,0,0,30.289443,-87.506668,SUBS,NONE,CESSNA,172,4,1,,,6962,,217,CARB,REC,Porsche
1940,2008,USA,DAYL,0,0,10,73,54,6,0,1,0,0,0,26.197221,-80.170555,SUBS,NONE,CESSNA,172,4,1,,N,4000,,150,CARB,REC,LYCOMING
1240,2008,USA,DAYL,0,0,10,39,28,8,0,3,0,0,1,29.964445,-81.665,SUBS,NONE,CIRRUS DESIGN CORP,SR20,3,1,35,Y,,,210,FINJ,REC,CONT MOTOR
1720,2008,FR,DUSK,0,2200,25,54,50,8,0,1,1,0,0,49.883335,1.6,SUBS,NONE,CIRRUS,SR-22,4,1,,N,,,,,,
1645,2008,USA,DAYL,0,0,10,68,0,3,0,2,0,0,0,40.009998,-105.047775,SUBS,NONE,ROBINSON HELICOPTER,R22 Beta II,2,1,,Y,,,145,CARB,REC,Lycoming
2253,2008,USA,DAYL,0,0,,0,0,,0,2,0,0,2,37.955001,-98.650276,SUBS,NONE,PIPER,PA-28-140,4,1,,N,2560,,180,CARB,REC,LYCOMING
1900,2008,USA,DAYL,0,0,10,0,0,8,0,1,0,0,0,43.131389,-115.730552,SUBS,NONE,WSK PZL MIELEC,M-18A,1,1,,N,5000,,967,CARB,REC,Pezetel
930,2008,AS,,0,0,,0,0,,0,4,4,0,0,,,SUBS,NONE,PIPER,PA31-350,,2,,,,,,,,
1830,2008,CA,,0,0,,0,0,,0,8,7,1,0,,,DEST,GRD,GRUMMAN,G-21A,,2,,N,,,450,CARB,REC,Pratt & Whitney
1930,2008,USA,DAYL,0,0,10,57,39,18,23,2,0,0,0,32.549999,-96.966667,SUBS,NONE,BRANTLY,B-2B,2,1,,N,,,180,FINJ,REC,LYCOMING
2210,2008,USA,DAYL,0,0,10,72,9,15,20,2,0,0,0,38.968334,-104.807777,SUBS,NONE,PIPER,PA-18-150,2,1,,N,4500,,130,CARB,REC,Lycoming
100,2008,USA,DUSK,0,0,5,59,52,,0,1,0,0,0,36.316665,-119.627777,SUBS,NONE,CESSNA,T210M,6,1,,N,5175,,285,FINJ,REC,Teledyne Continental
509,2008,USA,NITE,0,2900,10,25,18,3,0,3,3,0,0,44.651943,-90.196945,DEST,GRD,PIPER,PA46-500TP,6,1,,N,5000,,500,FINJ,TP,Pratt & Whitney Canada
200,2008,USA,DAYL,0,4100,10,79,70,13,0,2,0,0,1,19.738611,-156.045562,SUBS,NONE,PIPER,PA-30,6,2,19,Y,11000,,160,FINJ,REC,Lycoming
200,2008,USA,DAYL,0,4100,10,79,70,13,0,2,0,0,1,19.738611,-156.045562,SUBS,NONE,PIPER,PA-30,6,2,19,Y,11000,,160,FINJ,REC,Lycoming
1820,2008,HO,,0,0,,0,0,,0,4,0,1,3,15.350555,-87.126663,,NONE,ROBINSON,R44,4,1,,N,,,,,,
100,2008,USA,NITE,0,0,10,34,21,,0,2,0,0,0,33.454444,-96.381385,SUBS,NONE,CESSNA,150F,2,1,,Y,,,100,CARB,REC,CONT MOTOR
1650,2008,USA,DAYL,0,0,10,36,45,32,43,1,0,0,0,41.401111,-102.353614,SUBS,NONE,CESSNA,172I,4,1,,N,4699,,150,CARB,REC,LYCOMING
1519,2008,USA,DAYL,0,6500,10,39,30,,0,132,0,0,0,38.858333,-77.041664,MINR,NONE,EMBRAER,ERJ170,81,2,,Y,6869,,15000,,TF,General Electric
1519,2008,USA,DAYL,0,6500,10,39,30,,0,132,0,0,0,38.858333,-77.041664,MINR,NONE,EMBRAER,ERJ170,81,2,,Y,6869,,15000,,TF,GENERAL ELECTRIC
1519,2008,USA,DAYL,0,6500,10,39,30,,0,132,0,0,0,38.858333,-77.041664,SUBS,NONE,AIRBUS,A319,130,2,,Y,6869,,23500,,TF,CFM
1519,2008,USA,DAYL,0,6500,10,39,30,,0,132,0,0,0,38.858333,-77.041664,SUBS,NONE,AIRBUS,A319,130,2,,Y,6869,,23500,,TF,CFM
1330,2008,USA,DAYL,0,0,10,54,48,6,0,4,0,0,0,28.062778,-81.753051,SUBS,NONE,BEECH,V35,6,1,117,N,,,285,FINJ,REC,CONTINENTAL
1330,2008,USA,DAYL,0,0,10,54,48,6,0,4,0,0,0,28.062778,-81.753051,SUBS,NONE,PIPER,PA-28-161,4,1,,N,,,180,CARB,REC,LYCOMING
1500,2008,HA,,0,0,,0,0,,0,1,1,0,0,,,SUBS,NONE,ROBINSON HELICOPTER COMPANY,R44 II,4,1,,N,,,300,FINJ,REC,LYCOMING
1540,2008,CO,,0,0,,0,0,,0,7,4,3,0,,,SUBS,GRD,PIPER,PA-34,,2,,Y,,,,,,
145,2008,USA,NITE,0,2500,10,57,54,3,0,2,0,1,1,36.586944,-121.842781,SUBS,NONE,PIPER,PA-28-180,4,1,40,N,,,180,CARB,REC,LYCOMING
1945,2008,USA,DAYL,0,0,10,61,21,10,0,1,0,0,0,38.958057,-112.363052,SUBS,NONE,HUGHES,369HS,4,1,34,N,,,400,,TS,ALLISON
2000,2008,USA,DAYL,0,0,10,75,55,4,0,1,0,0,0,40.52111,-74.592224,SUBS,NONE,CESSNA,172RG,4,1,33,N,3509,,180,CARB,REC,LYCOMING
1725,2008,USA,DAYL,0,200,0,54,54,5,0,3,0,2,1,36.029445,-119.0625,SUBS,NONE,RAYTHEON AIRCRAFT COMPANY,G36,6,1,,N,,,300,FINJ,REC,Teledyne Continental Motors
2245,2008,USA,DAYL,0,0,12,0,0,6,10,1,0,0,0,33.761112,-90.757774,SUBS,NONE,CESSNA,172RG,4,1,13,N,4002,,180,CARB,REC,Lycoming
2000,2008,USA,DAYL,0,0,10,54,19,,0,1,0,1,0,35.367221,-81.355278,SUBS,NONE,Leroy Lakey,CORBEN ACE,1,1,4,N,,,65,CARB,REC,Teledyne Continental Motors
1546,2008,FR,,0,0,,0,0,,0,7,7,0,0,42.666667,3.099999,DEST,NONE,AIRBUS,A320,,2,,Y,,,,,,
1630,2008,USA,DAYL,0,0,50,70,45,,0,2,0,0,2,27.909444,-82.442779,SUBS,NONE,EXTRA FLUGZEUGBAU GMBH,EA 300/L,2,1,43,N,3405,,300,FINJ,REC,LYCOMING
2200,2008,USA,DAYL,0,0,10,0,0,12,16,1,0,0,0,45.61861,-121.167221,SUBS,NONE,BEECH,N35,4,1,,N,5097,,260,FINJ,REC,Teledyne Continental Motors
1925,2008,USA,DAYL,0,0,,-71,0,,0,263,0,0,0,45.76934,-110.930198,,NONE,BOEING,777,284,2,,Y,,,95000,,TF,Rolls-Royce
1600,2008,USA,DAYL,0,3300,10,28,21,16,22,2,0,0,0,41.710277,-106.021667,SUBS,NONE,BEECH,B60,6,2,,N,,,380,FINJ,REC,Lycoming
2036,2008,USA,DAYL,0,2000,10,57,52,4,0,1,0,1,0,45.216388,-122.590278,SUBS,NONE,Adkins,Ridge Runner II,1,1,,N,3425,,52,CARB,REC,Rotax
1800,2008,USA,DAYL,0,0,,0,0,,0,1,0,0,0,28.954166,-98.519721,SUBS,NONE,PIPER,PA-15,2,1,,N,,,65,CARB,REC,Lycoming
2030,2008,USA,DAYL,0,0,10,37,21,5,0,2,0,0,0,43.04111,-88.236946,SUBS,NONE,CESSNA,172S,4,1,,N,5848,,180,FINJ,REC,Lycoming
1325,2008,CO,DAYL,0,0,,0,0,,0,3,3,0,0,7.305277,-72.868057,SUBS,NONE,BELL,206,7,1,,N,,,,,,
1915,2008,USA,DAYL,0,0,10,48,27,16,23,2,0,0,0,34.848609,-111.788612,SUBS,NONE,CESSNA,172,4,1,,N,5129,,160,CARB,REC,LYCOMING
2235,2008,BR,NITE,0,1500,6,68,68,6,0,6,4,2,0,-16.362222,-48.926944,DEST,GRD,BEECH,58,6,2,,Y,,,,FINJ,REC,Continental
2235,2008,BR,NITE,0,1500,6,68,68,6,0,6,4,2,0,-16.362222,-48.926944,DEST,GRD,BEECH,58,6,2,,Y,,,,FINJ,REC,Continental
1811,2008,USA,DAYL,0,0,,63,27,,15,2,0,0,0,38.850276,-104.089447,SUBS,NONE,PIPER,PA18-150,2,1,,N,,,160,CARB,REC,Lycoming
1530,2008,USA,DAYL,0,0,10,45,27,,0,1,0,0,0,39.417221,-77.371109,SUBS,NONE,CESSNA,172I,4,1,,N,5220,,150,CARB,REC,LYCOMING
,2008,BE,,0,0,,0,0,,0,6,0,0,0,,,SUBS,NONE,BOEING,747,,4,,Y,,,,,,
2119,2008,USA,DAYL,0,0,10,63,41,10,0,1,0,0,0,27.803611,-80.51583,SUBS,NONE,MERRELL STEPHEN,F1 ROCKET,2,1,20,N,4024,,250,FINJ,REC,MATTITUCK
1815,2008,USA,DAYL,0,0,10,0,0,9,0,1,0,0,0,42.609405,-82.530639,SUBS,NONE,LAKE,LA-4,4,1,,N,,,180,CARB,REC,LYCOMING
2135,2008,USA,DAYL,0,0,10,77,52,6,0,1,0,0,0,26.918611,-81.99028,SUBS,NONE,Flight Design,CTSW,2,1,9,N,5688,,100,CARB,REC,Rotax
2130,2008,USA,DAYL,0,0,10,79,61,11,0,4,4,0,0,26.004444,-80.480003,SUBS,NONE,PIPER,PA-44-180,4,2,,Y,,,180,FINJ,REC,Lycoming
2130,2008,USA,DAYL,0,0,10,79,61,11,0,4,4,0,0,26.004444,-80.480003,SUBS,NONE,PIPER,PA-44-180,4,2,,Y,,,180,FINJ,REC,Lycoming
2130,2008,USA,DAYL,0,0,10,79,61,11,0,4,4,0,0,26.004444,-80.480003,SUBS,NONE,CESSNA,172R,4,1,,Y,,,180,FINJ,REC,LYCOMING
30,2008,MX,DUSK,0,0,,0,0,12,0,2,2,0,0,19.567777,-98.168052,SUBS,NONE,Learjet,Lear 23,8,2,,Y,,,,,,General Electric
2013,2008,USA,DAYL,0,500,0,27,23,16,26,1,1,0,0,44.645278,-85.175003,DEST,NONE,CESSNA,206H,6,1,,N,,,300,FINJ,REC,LYCOMING
2240,2008,USA,DAYL,0,0,10,64,30,9,0,1,1,0,0,34.665554,-120.467498,SUBS,NONE,CESSNA,172,4,1,9,N,4600,,145,CARB,REC,Continental
1651,2008,USA,DAYL,0,0,10,43,21,,0,1,0,0,0,32.819721,-97.362503,SUBS,NONE,ROCKWELL INTERNATIONAL,114,4,1,,N,7501,,260,FINJ,REC,Lycoming
2115,2008,USA,DAYL,0,0,10,48,0,2,0,2,0,0,0,37.523612,-106.040832,SUBS,NONE,DAVIS DANIEL T,COZY,3,1,,Y,5900,,180,CARB,REC,LYCOMING
1115,2008,BR,DAYL,0,0,,0,0,,0,5,1,2,2,-3.013888,-60.104442,SUBS,NONE,MAULE,M7,,1,,N,,,235,FINJ,REC,LYCOMING
217,2008,USA,NR,0,0,,0,0,,0,1,0,0,0,40.617221,-74.244445,SUBS,NONE,PIPER,PA-28-161,4,1,,,,,180,CARB,REC,LYCOMING
1706,2008,USA,DAYL,0,0,20,61,43,9,15,2,2,0,0,27.478889,-81.508331,SUBS,NONE,ERCOUPE,415-D,2,1,,N,,,85,,,CONT MOTOR
2100,2008,USA,DAYL,0,0,9,82,36,8,0,1,1,0,0,30.170555,-100.588333,SUBS,NONE,BEECH,C90,7,2,13,N,,,,,TP,Pratt & Whitney Canada
2100,2008,USA,DAYL,0,0,9,82,36,8,0,1,1,0,0,30.170555,-100.588333,SUBS,NONE,BEECH,C90,7,2,13,N,,,,,TP,Pratt & Whitney Canada
630,2008,USA,NITE,0,0,10,48,41,9,0,1,0,1,0,27.813055,-80.495552,SUBS,NONE,Mooney,M20G,4,1,,N,,,180,CARB,REC,Lycoming
2045,2008,USA,DAYL,0,2000,10,48,43,20,32,3,0,0,0,41.616111,-87.41278,SUBS,NONE,BOMBARDIER,CL-600-2B16,13,2,,Y,7003,,9248,,TF,General Electric
2030,2008,USA,DAYL,0,0,,0,0,,0,4,0,0,0,39.18222,-89.821662,SUBS,NONE,CESSNA,182,,1,,,,,235,CARB,REC,CONTINENTAL
1633,2008,AU,,0,400,4,54,50,,0,3,3,0,0,46.923332,15.423333,SUBS,NONE,PIPER,34-200T,5,2,,N,,,200,FINJ,REC,
1633,2008,AU,,0,400,4,54,50,,0,3,3,0,0,46.923332,15.423333,SUBS,NONE,PIPER,34-200T,5,2,,N,,,200,FINJ,REC,
1204,2008,AU,DAYL,0,1100,6,41,37,12,0,2,2,0,0,48.006668,16.136667,DEST,NONE,PIPER,PA46,5,1,,N,,,350,FINJ,REC,
1630,2008,USA,DAYL,0,0,10,55,43,7,0,1,0,0,0,28.975555,-81.918609,SUBS,NONE,Kimball Enterprises Inc,Pitts Model-12,2,1,,N,1600,,360,CARB,REC,Vedenyev
1915,2008,USA,DAYL,0,700,1,28,27,13,18,57,0,0,0,43.13972,-89.337501,SUBS,NONE,MCDONNELL DOUGLAS,DC-9-50,132,2,,Y,9006,,16000,,TF,Pratt & Whitney
1915,2008,USA,DAYL,0,700,1,28,27,13,18,57,0,0,0,43.13972,-89.337501,SUBS,NONE,MCDONNELL DOUGLAS,DC-9-50,132,2,,Y,9006,,16000,,TF,Pratt & Whitney
515,2008,GE,,0,0,,0,0,,0,0,0,0,0,,,SUBS,NONE,BOEING,,,2,,Y,,,,,,
